sqft,bedrooms,bathrooms,age,lot_size,garage,neighborhood,has_pool,distance_city,condition,price
3216,2,1,5,1.36,2,9,1,14.7,4,862000
1596,2,1,14,0.41,1,9,0,21.5,6,398000
4972,2,2,41,0.96,2,7,0,17.4,2,1006000
4954,6,3,30,0.25,2,7,0,12.8,7,1204000
2736,4,3,85,2.45,2,1,0,37.9,5,575000
2956,5,2,52,0.38,3,6,0,32.0,8,783000
4607,2,3,5,0.72,0,5,1,7.4,4,1025000
2101,6,2,32,2.24,2,8,1,22.4,8,761000
4963,2,4,28,1.26,2,8,1,32.0,4,1156000
3940,4,2,20,0.43,2,4,0,23.4,5,837000
4036,5,3,53,1.02,1,1,0,20.0,3,800000
3152,3,4,55,0.38,2,6,0,3.3,4,827000
2732,3,4,93,0.58,3,10,1,4.7,9,933000
3521,2,1,20,0.22,1,1,1,10.2,5,666000
1164,2,3,99,1.15,2,5,1,20.8,4,429000
3190,4,1,54,2.04,3,5,0,39.5,4,773000
1746,4,1,57,1.51,0,3,0,32.2,7,494000
2177,4,1,63,1.56,3,5,0,4.8,2,611000
2239,4,4,85,0.58,1,6,0,28.8,4,626000
3980,4,4,45,0.93,0,5,0,32.5,3,542000
1140,1,2,83,2.13,1,1,0,16.9,7,250000
3789,2,2,21,0.31,0,7,0,13.5,4,956000
1182,6,4,59,2.16,0,3,0,23.6,8,490000
2356,2,2,10,1.26,2,7,0,21.0,5,585000
1099,4,2,46,2.11,1,5,0,11.0,9,516000
938,2,2,30,0.86,3,3,0,16.2,9,504000
1158,4,3,76,0.91,2,6,0,22.0,3,337000
2322,4,2,17,1.9,2,1,0,23.4,9,670000
4256,3,3,21,1.98,2,6,0,21.5,4,1313000
2427,3,2,55,0.65,2,4,1,33.9,9,553000
2103,4,2,16,2.43,2,4,0,1.8,2,571000
1934,3,2,37,0.3,1,5,0,13.7,5,332000
2986,2,1,24,0.26,3,9,0,30.1,6,732000
3970,4,2,31,1.53,2,1,0,26.2,3,903000
4635,2,1,14,1.83,0,3,0,36.8,2,771000
2951,5,3,12,2.41,2,4,1,23.7,1,1132000
2037,4,2,57,1.07,2,2,0,25.7,7,772000
4535,2,3,89,0.16,1,9,0,28.3,4,1118000
3634,4,4,49,1.55,3,7,0,7.9,8,881000
1798,4,3,10,0.8,2,1,0,30.3,8,563000
3367,3,4,12,1.14,2,9,0,12.3,8,895000
2107,3,3,96,1.27,2,6,1,17.3,2,506000
1456,3,2,49,0.25,3,2,0,1.1,5,473000
3460,3,4,100,1.27,1,1,0,33.8,8,539000
3011,2,4,37,1.12,2,6,0,38.2,10,561000
2709,3,4,0,1.81,1,7,0,2.9,2,644000
4530,3,3,38,1.65,2,10,0,25.6,2,1088000
2846,4,3,26,0.54,0,6,1,38.5,1,857000
3962,4,1,35,0.59,0,7,1,24.5,6,1005000
1940,4,3,31,0.7,3,6,1,32.0,5,646000
1066,4,1,40,0.53,2,8,0,5.2,1,507000
2645,5,2,14,1.68,1,2,1,10.2,8,748000
2508,4,3,30,2.49,2,9,1,14.2,8,1041000
4430,4,2,5,1.67,2,9,1,39.3,5,1223000
4011,3,1,88,1.56,1,9,1,31.4,3,541000
3093,5,3,51,1.08,1,7,0,35.5,8,703000
4532,1,4,81,0.85,3,9,0,19.7,3,1074000
4629,3,3,21,2.29,2,1,0,28.8,4,1054000
2310,4,2,30,2.43,1,3,0,29.4,7,577000
1275,2,4,99,1.29,3,2,1,23.0,7,285000
1776,2,1,72,0.8,2,1,1,35.2,4,373000
2007,4,3,45,1.95,1,5,1,6.8,9,542000
2760,4,1,66,0.42,1,1,0,2.8,6,487000
1357,4,2,96,1.94,1,3,0,12.5,8,494000
1682,5,3,90,2.07,3,6,0,4.0,7,579000
2994,2,3,42,0.4,0,6,0,2.9,4,619000
3467,1,1,0,2.44,1,3,1,17.1,2,774000
2410,4,2,43,2.47,3,4,1,8.4,2,817000
4288,3,2,56,2.35,1,7,0,31.7,8,911000
3254,4,2,8,1.29,2,6,1,23.4,8,1108000
2746,2,3,4,0.69,1,2,0,14.7,1,528000
3608,3,2,78,1.5,2,9,0,11.8,1,692000
4625,4,2,8,1.11,1,6,0,22.7,4,1076000
4336,4,2,44,0.59,1,2,0,17.6,1,709000
4602,4,2,91,1.12,2,7,1,2.7,10,1138000
4977,3,3,76,1.69,2,10,1,26.8,1,1458000
2770,3,3,23,0.27,2,10,0,20.2,10,691000
4622,2,1,73,0.9,2,4,0,11.4,5,911000
3619,2,1,41,0.14,2,1,0,12.0,1,730000
1702,3,3,21,1.9,2,10,0,18.4,10,675000
1164,3,2,59,1.64,2,9,0,33.2,6,495000
3919,4,2,85,0.25,2,10,0,17.2,4,572000
3358,3,2,36,2.42,2,8,0,33.7,10,900000
2663,4,2,38,0.15,2,5,0,17.3,5,564000
915,5,1,83,1.52,1,3,0,33.3,9,266000
3184,3,4,73,1.96,1,4,0,37.3,2,632000
4735,2,3,73,1.99,1,3,1,1.3,3,889000
3290,2,3,89,0.18,3,10,1,3.0,3,687000
1742,4,2,88,2.28,2,8,0,5.8,9,785000
2524,3,3,52,2.3,2,5,0,5.3,3,709000
3134,2,4,27,1.45,1,8,0,18.5,10,933000
3567,4,3,76,1.26,1,1,0,30.7,5,606000
1937,2,2,14,0.21,3,9,0,38.5,6,628000
3327,4,3,59,1.45,3,10,1,17.0,6,663000
4917,4,2,59,1.08,1,3,1,27.7,6,803000
4220,4,3,5,1.95,2,1,0,25.6,1,1080000
4706,2,2,51,1.07,2,3,0,16.0,6,1005000
4437,5,4,11,1.74,1,2,0,29.0,1,856000
3753,4,3,18,0.34,2,7,0,23.9,6,972000
3167,3,2,95,0.42,2,10,0,30.5,10,567000
1076,2,1,74,0.44,2,4,0,8.1,6,317000
2799,3,2,96,0.21,0,7,0,14.7,3,558000
2027,5,1,1,1.4,1,3,1,27.0,3,660000
4552,5,2,54,2.01,1,6,0,5.4,6,897000
4535,4,2,14,1.56,1,7,0,30.9,2,985000
1495,5,2,63,1.48,2,7,0,5.8,5,547000
2109,1,4,99,1.73,1,5,0,13.3,10,595000
4952,1,2,68,0.92,2,6,0,9.9,3,987000
4034,5,2,14,0.97,1,3,0,2.9,5,902000
4914,4,1,42,0.85,2,4,1,11.2,3,1059000
3111,3,2,73,1.81,2,6,1,36.5,2,640000
3641,4,2,16,0.49,2,3,1,1.6,4,805000
4359,6,3,97,0.13,1,7,0,1.2,5,708000
4198,4,2,23,1.53,1,3,0,28.3,6,972000
1341,5,3,73,2.36,0,9,1,15.0,2,546000
3494,4,3,29,1.56,1,4,0,9.6,3,681000
1888,2,1,66,1.98,1,2,0,20.6,3,350000
4163,5,2,50,1.71,0,6,0,11.0,6,1152000
824,2,2,59,1.29,2,9,0,16.0,1,386000
2372,5,3,100,1.82,3,10,1,28.8,7,822000
3758,3,2,2,2.08,1,10,0,5.1,8,972000
2567,4,3,4,0.64,3,2,1,38.4,7,593000
3035,3,3,27,0.91,1,4,0,2.2,4,742000
1000,2,3,77,0.64,2,5,1,32.4,7,453000
3998,3,2,10,1.19,2,9,0,29.1,1,1145000
1056,6,1,71,2.22,3,7,1,11.6,8,711000
4547,6,3,100,0.93,1,5,0,5.2,10,1070000
3041,3,4,71,1.0,1,6,1,34.2,10,837000
3975,6,4,75,2.16,0,9,0,27.3,3,798000
4406,5,4,14,1.34,2,4,0,12.0,9,1094000
4136,4,3,82,1.39,3,2,0,1.2,1,957000
1213,1,3,47,2.17,2,5,1,37.6,6,579000
2814,5,3,45,1.28,2,7,1,16.5,1,777000
2181,4,2,27,1.74,2,4,1,7.5,8,679000
1898,5,3,6,0.31,3,1,0,36.5,3,450000
4226,5,2,70,0.53,2,8,0,14.7,4,930000
4455,5,2,93,1.07,1,5,0,18.8,6,1027000
1709,4,3,81,1.29,3,10,0,28.1,4,558000
987,3,2,87,2.42,1,2,0,32.9,8,335000
4844,3,2,5,2.43,0,3,1,4.5,9,1302000
4556,3,2,57,2.14,1,10,1,36.0,5,978000
2815,1,4,67,0.86,2,10,1,37.3,1,699000
2892,4,3,54,2.41,2,5,0,10.7,8,957000
4444,4,2,66,1.75,1,4,0,20.1,2,903000
2930,5,2,48,1.04,2,9,0,34.4,6,977000
1157,2,2,50,1.78,2,9,0,19.8,6,527000
3222,4,1,58,0.14,3,8,0,19.5,7,937000
2297,1,2,5,0.45,2,2,1,24.9,9,519000
2958,2,3,89,2.09,2,5,0,30.8,1,684000
3355,2,2,50,1.65,2,8,0,26.8,10,806000
3142,4,2,37,0.97,1,8,1,25.2,8,688000
3751,2,1,10,1.3,1,7,1,15.2,5,849000
2038,4,2,51,2.27,2,4,1,25.4,6,614000
1773,3,1,92,1.62,0,3,0,4.6,8,460000
4765,5,3,19,1.06,1,8,0,16.7,8,1119000
1850,5,2,9,0.39,2,8,0,7.9,7,506000
4501,6,3,25,0.8,1,10,1,21.7,7,1099000
3580,5,3,47,2.45,1,5,0,10.9,1,839000
2388,5,2,90,1.15,2,3,1,20.5,8,672000
4678,5,2,13,1.23,2,5,1,31.2,3,1188000
3168,4,3,99,1.3,3,4,1,17.6,5,667000
1236,2,1,58,2.22,2,8,0,9.1,4,443000
3628,3,3,11,1.55,2,2,0,9.3,10,793000
2356,3,4,22,1.76,1,8,1,36.3,3,624000
4658,4,2,84,1.03,1,10,1,31.3,10,799000
2104,4,3,71,0.17,1,6,1,1.9,5,660000
3184,5,3,38,2.33,2,4,0,37.7,3,1059000
982,6,2,8,2.38,2,3,1,4.9,9,697000
2389,3,3,87,2.38,2,10,0,26.3,9,850000
2387,4,2,94,2.36,2,5,0,22.3,6,645000
1459,6,2,24,2.06,1,6,0,2.3,3,475000
959,3,3,16,1.74,2,1,0,12.2,5,403000
4753,4,3,41,2.13,2,1,0,31.1,8,1075000
1811,3,4,28,1.54,2,10,0,12.6,9,619000
852,4,2,59,0.42,2,3,0,19.5,3,281000
3107,3,2,66,1.04,3,2,0,28.1,5,516000
2028,5,2,84,2.43,3,1,0,3.3,2,485000
1835,4,1,56,0.94,3,8,0,33.4,2,698000
4502,2,2,71,2.18,0,1,1,2.1,2,1032000
4845,3,2,13,0.32,1,10,1,10.9,6,1183000
2064,3,2,38,0.9,0,8,1,30.6,3,720000
2684,6,2,15,0.94,1,5,0,36.5,10,815000
2609,4,2,17,0.22,2,4,0,30.5,5,617000
3967,3,4,94,0.39,2,8,1,9.5,8,776000
4597,3,3,74,0.56,2,8,0,39.4,5,883000
3141,4,1,19,2.11,3,8,0,16.8,2,820000
4214,4,4,45,0.25,3,3,0,15.4,6,872000
1617,4,3,44,0.82,1,8,0,34.7,2,498000
3237,3,4,3,0.12,3,1,1,3.1,8,733000
1688,4,2,83,1.77,2,4,1,22.5,2,384000
1467,4,2,94,1.59,2,5,1,38.6,7,366000
3424,6,4,19,1.65,2,6,1,4.5,4,1062000
1618,5,2,10,1.0,0,5,0,21.9,4,444000
2988,4,4,64,0.6,3,5,0,5.7,8,829000
1906,4,3,17,1.83,2,5,0,35.7,4,608000
3024,3,4,38,2.05,3,9,0,23.7,8,968000
997,5,2,43,0.43,3,10,0,9.8,9,577000
3471,3,2,96,1.27,2,10,1,12.6,8,748000
4292,3,2,99,0.7,0,3,0,20.9,4,894000
3248,3,4,17,0.5,1,2,1,29.2,5,670000
1270,5,2,46,1.86,1,10,0,19.8,6,758000
2748,2,3,30,1.39,1,2,0,8.0,9,550000
4699,3,2,98,0.62,3,8,1,28.5,5,830000
2810,3,2,38,0.84,1,5,1,5.2,2,511000
4600,1,2,37,2.42,3,5,1,32.5,7,1045000
4918,2,2,78,2.14,2,6,1,16.1,6,1145000
4596,5,3,46,2.21,1,9,0,26.3,3,821000
4788,5,1,69,1.2,2,7,1,14.1,8,1082000
1034,3,4,7,1.6,2,5,0,26.9,3,463000
1728,5,3,85,1.0,2,5,1,35.6,10,389000
4407,4,3,64,0.29,2,10,1,28.2,4,1002000
1322,3,3,12,1.06,0,9,0,27.0,9,664000
4323,4,2,54,1.53,2,9,1,30.4,4,1235000
2429,6,2,87,0.79,2,2,1,20.3,2,410000
2116,3,3,84,2.14,2,7,0,9.2,9,775000
3657,3,2,42,0.46,3,10,1,32.7,10,1102000
1924,5,2,3,0.98,1,1,1,26.1,8,558000
3387,4,1,70,0.4,0,4,0,12.9,4,474000
1823,2,3,59,1.07,2,2,1,11.4,6,550000
2178,4,2,11,0.2,3,10,0,20.2,6,567000
4174,4,2,58,0.75,2,9,1,8.7,2,1031000
2319,5,1,76,1.06,1,6,0,35.2,9,524000
1026,4,4,53,1.25,1,4,0,31.6,6,352000
1691,3,2,43,1.4,1,3,1,12.7,5,538000
4872,4,3,15,0.76,1,4,0,2.5,2,1374000
3057,4,3,5,1.36,2,2,0,2.5,10,1032000
3588,3,3,13,1.32,2,5,0,12.2,1,848000
1196,4,2,57,0.86,1,9,0,6.3,7,556000
2878,5,3,30,2.09,0,6,0,35.0,4,713000
4037,1,2,99,1.41,1,2,0,17.1,7,674000
4693,4,2,100,0.9,3,6,0,14.2,5,1176000
2805,3,3,40,2.37,2,9,0,9.1,1,843000
2816,3,3,34,2.13,3,4,0,33.7,5,785000
3971,3,3,9,2.46,2,1,0,31.8,4,910000
3468,3,4,80,1.76,1,2,0,15.7,1,666000
2678,5,2,29,1.01,1,5,0,7.2,10,644000
1996,3,4,43,0.77,2,10,0,38.1,2,546000
2572,4,1,54,1.69,2,7,1,13.0,9,816000
961,2,3,70,2.45,2,8,0,31.0,1,448000
4776,6,2,17,1.6,2,3,0,18.8,10,895000
2551,4,2,82,2.22,2,9,0,31.4,4,613000
1575,4,2,78,0.89,0,2,0,19.5,8,346000
1739,3,2,85,1.08,3,4,1,37.1,5,405000
4020,3,2,38,2.28,2,4,0,32.1,10,633000
1339,3,2,41,1.92,1,6,0,10.8,7,422000
2261,5,1,53,2.46,2,10,0,17.5,2,709000
1155,3,3,29,1.96,2,6,1,4.5,4,634000
4404,4,1,19,1.18,1,3,0,36.2,4,762000
4123,4,2,95,1.37,2,9,0,3.2,1,962000
1034,3,1,41,2.26,1,5,1,1.2,8,526000
2348,4,2,88,1.42,1,2,0,20.1,3,516000
2896,4,3,86,0.71,0,6,1,24.3,4,808000
2901,4,4,4,1.15,1,3,0,9.3,2,642000
2473,3,1,49,1.34,1,8,0,23.0,10,642000
2900,3,3,40,0.33,1,3,0,35.9,5,492000
4457,3,3,93,1.89,3,5,0,25.2,5,1123000
4396,5,2,38,0.36,1,4,0,18.5,3,819000
4548,4,3,56,1.07,2,4,1,6.2,8,1075000
3973,3,2,90,2.03,1,2,0,7.2,1,787000
2615,5,2,56,1.22,2,8,1,19.6,2,900000
4641,1,2,36,2.12,0,3,0,18.8,1,655000
2805,5,1,6,0.92,1,4,1,21.1,6,852000
1474,6,3,4,2.4,1,6,1,20.6,4,475000
1186,5,2,78,0.6,3,9,0,14.0,10,473000
2958,5,2,50,0.19,2,4,0,28.0,1,603000
3461,3,2,7,2.19,1,3,1,8.9,7,884000
2864,3,3,55,1.91,1,5,0,34.2,9,867000
4651,4,3,72,0.66,1,9,1,8.2,5,1066000
4053,3,3,10,2.46,1,1,1,16.9,7,938000
1539,2,2,21,1.31,2,5,0,8.8,4,546000
2201,4,3,97,2.38,2,4,1,24.9,4,686000
4059,3,2,98,1.31,2,5,0,19.4,4,703000
3077,5,1,76,1.23,1,7,0,15.3,5,538000
4704,5,2,10,1.18,2,7,0,19.3,8,1138000
4723,5,2,59,0.9,1,7,0,17.1,4,995000
4027,4,3,95,1.38,1,1,0,34.3,7,700000
3631,5,4,14,1.19,2,9,0,5.4,9,1338000
4558,5,3,37,0.19,1,7,1,31.8,6,1150000
3312,4,2,0,0.73,2,4,0,26.4,4,562000
2951,3,2,45,0.61,3,4,0,14.3,5,652000
4475,5,1,87,2.18,1,2,0,36.8,8,884000
3545,5,3,42,1.54,3,6,0,7.5,4,978000
4666,3,3,21,1.93,0,10,0,12.8,4,1277000
4564,1,4,2,2.4,1,3,0,15.3,7,1255000
3022,4,2,13,1.65,2,1,1,26.1,6,796000
3592,2,3,1,2.46,2,5,0,37.9,1,912000
2497,5,3,60,0.85,0,6,1,23.9,9,553000
4262,6,4,31,0.55,2,5,0,34.3,5,862000
4863,2,3,37,1.07,3,5,1,36.2,10,998000
2324,4,3,96,1.23,1,10,0,18.9,2,487000
832,2,3,45,2.25,3,8,0,19.2,5,570000
4825,4,3,41,1.44,2,10,1,10.4,8,1247000
3366,3,2,5,0.8,3,1,1,24.3,6,1024000
3603,4,1,40,1.88,1,8,0,5.2,8,1012000
4696,3,1,24,1.31,2,7,1,25.6,5,1103000
4509,2,2,97,0.49,0,1,1,35.8,4,856000
1519,3,3,10,1.48,3,9,0,30.6,10,630000
1772,2,1,100,2.29,2,4,0,26.1,3,285000
4518,4,2,40,2.12,1,7,0,33.6,2,1083000
3007,1,2,70,1.51,1,3,0,29.3,9,651000
3830,4,3,56,1.0,3,8,0,21.4,1,875000
4375,5,2,45,0.31,2,4,0,21.1,10,882000
3916,5,1,85,1.23,1,2,0,4.7,2,639000
4085,5,2,47,1.9,2,2,0,17.7,6,878000
1443,5,2,62,0.96,3,8,0,21.1,6,588000
994,2,3,38,0.67,1,8,0,19.1,1,452000
4796,2,2,9,2.34,0,1,0,31.2,8,733000
1288,4,3,84,2.07,3,6,0,6.9,4,607000
3004,5,3,69,1.63,1,9,0,31.9,7,769000
3457,6,4,64,0.43,1,9,1,29.8,10,950000
4076,1,2,97,0.45,1,2,1,36.1,9,628000
1902,3,2,58,0.35,3,8,0,15.3,2,608000
2041,3,1,77,1.58,1,8,0,7.5,7,757000
1315,4,2,35,0.38,2,4,0,30.5,1,431000
1192,4,3,26,2.12,3,4,0,23.7,3,477000
1430,2,1,72,2.48,0,5,0,28.6,4,268000
4516,3,2,54,0.98,3,10,0,39.9,3,895000
2647,4,4,69,1.19,2,7,0,8.2,8,709000
3455,4,3,94,1.81,2,1,0,16.7,7,752000
1779,1,1,80,2.35,1,9,1,8.1,3,506000
4202,5,1,52,2.25,2,3,0,34.5,7,773000
4671,4,1,59,0.24,1,4,0,1.2,2,825000
1077,5,4,60,0.51,0,7,0,5.8,3,447000
1032,5,3,35,1.91,3,5,0,10.3,7,541000
2352,2,3,84,1.75,0,5,0,31.0,10,523000
4070,2,4,26,0.42,3,1,1,25.3,5,699000
3209,4,2,40,1.3,1,2,0,15.9,9,783000
4312,2,2,27,1.97,1,5,0,6.8,8,825000
825,5,2,15,0.63,3,2,0,13.2,6,493000
1260,4,3,34,2.19,1,1,0,29.9,4,465000
4564,5,4,35,0.23,3,10,0,15.6,3,911000
4231,3,2,55,1.98,2,3,0,18.8,6,1107000
4283,3,2,98,1.58,1,1,0,24.5,9,890000
2794,4,4,18,0.86,2,10,0,36.6,5,856000
1290,1,1,56,1.83,1,8,1,10.4,7,446000
1872,4,4,84,1.98,1,8,1,18.2,7,408000
3973,5,2,32,2.34,2,8,0,12.8,7,1038000
1015,3,2,22,0.98,1,7,0,18.9,9,510000
2523,4,2,62,1.75,1,7,0,28.0,2,699000
2392,2,3,69,1.55,3,2,1,19.5,8,450000
3406,3,3,95,1.36,3,9,0,33.5,2,887000
958,6,2,21,2.24,2,7,0,22.4,1,602000
4113,6,4,66,0.11,2,5,0,15.7,10,1021000
3641,4,3,98,0.78,2,4,0,31.4,6,574000
2576,5,3,79,1.39,2,8,0,17.5,2,666000
2852,4,2,58,0.53,2,5,0,20.9,5,550000
3095,3,4,24,2.28,3,6,0,39.8,1,640000
2496,3,2,16,1.65,1,4,1,31.6,7,566000
3793,5,2,38,1.25,2,2,0,34.3,1,770000
3269,2,1,76,2.06,3,7,0,23.9,8,688000
2746,4,2,91,1.18,2,2,0,14.3,5,552000
4609,4,4,74,1.44,3,7,1,39.7,5,1143000
3583,4,2,73,0.11,1,7,0,10.1,3,755000
4444,3,2,38,0.98,1,1,1,35.0,2,761000
3300,3,3,23,0.43,3,10,0,36.5,6,871000
4445,2,3,37,1.76,1,10,0,32.8,4,1245000
3445,4,3,87,1.25,2,3,1,5.0,10,996000
3149,4,2,96,0.82,1,3,1,34.2,4,379000
2732,4,3,80,1.22,2,6,1,26.7,6,661000
4094,4,2,56,0.6,2,3,0,27.4,2,775000
2557,2,4,43,2.32,1,9,0,31.6,2,930000
1916,5,3,35,0.23,2,5,0,19.9,10,619000
3367,4,3,98,2.18,2,6,1,11.1,10,828000
4299,2,1,69,1.33,0,6,1,23.2,4,805000
1292,3,2,79,1.59,2,8,0,4.8,6,509000
4106,5,1,44,0.83,2,10,0,27.2,2,965000
1419,5,2,91,2.42,1,3,1,19.6,7,496000
4032,3,2,95,0.78,2,9,0,20.3,8,864000
4623,4,3,25,1.51,1,7,0,7.8,9,1418000
3180,2,1,10,2.48,1,6,1,2.1,6,882000
2346,1,3,51,2.21,2,1,0,24.6,2,596000
4363,4,1,24,1.39,2,4,0,26.5,6,938000
2405,4,2,30,2.48,3,5,1,20.2,8,745000
4552,4,3,84,1.78,1,2,0,30.7,10,946000
2690,3,3,44,0.6,1,1,0,22.8,1,332000
2075,1,2,66,1.07,0,2,0,34.0,6,372000
3543,3,1,75,0.9,2,8,0,11.9,1,426000
3293,1,3,39,0.93,2,10,0,10.1,6,717000
1156,2,2,45,1.93,2,6,1,10.8,10,504000
1669,3,2,53,1.5,1,10,1,1.7,4,650000
1685,3,3,40,0.19,3,2,0,36.1,3,448000
2801,3,2,88,2.21,2,9,1,40.0,3,532000
2083,4,1,80,0.81,3,8,0,32.8,4,515000
1419,2,4,37,2.49,0,4,0,16.8,3,444000
1682,2,3,99,2.39,2,10,0,14.5,9,819000
1596,4,1,35,2.36,2,7,1,31.1,4,589000
4442,2,2,82,2.05,2,3,1,20.6,1,683000
4225,4,1,43,0.63,0,6,0,37.6,4,906000
2096,2,3,56,1.38,3,3,0,11.5,1,512000
1044,3,3,65,0.64,1,10,1,13.3,10,636000
3695,2,2,80,0.72,1,3,0,40.0,10,784000
1729,2,1,29,1.57,2,9,1,39.1,3,510000
1319,4,1,9,0.2,2,6,0,35.5,4,431000
4012,5,2,98,2.43,2,8,0,16.5,4,858000
3209,2,3,60,2.3,1,4,0,33.6,9,824000
807,3,1,62,1.01,2,4,0,11.7,6,423000
3325,4,2,35,1.34,2,8,1,10.6,3,1118000
4223,3,2,53,1.22,1,7,0,22.1,7,887000
2819,5,2,96,2.22,3,5,0,34.5,4,808000
4467,2,2,64,1.75,3,2,0,4.4,7,974000
4471,6,3,81,0.77,2,6,0,22.8,2,867000
3601,3,3,3,1.17,0,1,0,24.6,7,676000
885,3,4,54,1.13,3,7,0,23.4,8,545000
3915,5,4,53,2.4,1,9,0,9.1,7,1291000
3268,4,3,90,0.52,1,5,1,3.0,6,900000
4419,4,3,88,0.31,1,5,0,35.9,4,708000
2436,4,4,63,2.21,1,7,0,23.2,9,774000
4383,4,1,91,2.25,3,5,1,30.8,1,769000
4809,2,1,21,2.19,2,10,0,14.9,5,1161000
4126,4,1,24,1.33,3,4,0,2.2,1,977000
3018,2,3,80,1.68,1,1,0,10.8,10,677000
3017,5,3,58,1.45,2,6,0,3.4,1,881000
3169,6,2,56,0.27,3,9,0,3.6,6,792000
4438,3,2,53,1.53,3,4,1,9.0,6,1206000
3303,3,2,43,0.13,2,10,1,25.5,7,830000
1743,1,1,51,0.88,1,4,0,32.8,10,361000
3637,1,2,75,2.34,2,5,0,32.9,9,900000
3460,5,1,15,0.83,1,6,0,37.5,6,851000
3736,2,1,100,2.36,2,3,0,26.4,2,754000
4747,3,3,15,0.7,2,9,0,1.3,4,1159000
2476,5,3,80,0.85,2,1,0,15.4,9,398000
1996,5,3,54,1.61,2,6,1,4.9,2,587000
4905,4,3,60,1.93,2,6,0,31.2,7,1070000
3587,4,3,94,1.3,0,8,0,5.2,4,789000
2261,4,3,78,2.22,2,5,0,4.7,10,888000
4118,6,3,76,0.2,2,9,0,1.6,6,877000
1466,4,3,39,2.31,1,9,1,38.2,1,655000
2976,4,2,90,0.57,1,2,1,31.5,8,653000
4543,1,2,20,2.22,1,5,0,13.7,6,627000
1400,2,3,65,1.06,2,7,1,15.4,7,552000
3452,4,2,7,2.1,3,2,1,2.8,6,945000
4624,5,2,70,1.71,1,7,1,6.7,7,1277000
4706,5,2,9,0.52,2,9,0,12.8,5,837000
1779,6,2,56,2.3,2,8,0,15.8,3,715000
3251,4,4,3,0.69,0,10,0,25.0,6,958000
1428,4,2,42,0.69,3,9,0,14.3,10,776000
2429,5,2,99,2.05,1,4,1,38.2,9,544000
4496,4,2,98,0.35,3,8,0,14.0,6,1065000
4230,3,3,62,0.63,0,9,1,37.7,9,792000
4474,3,3,42,1.31,1,10,0,29.3,2,1295000
4729,5,3,66,2.09,1,2,0,36.0,1,806000
3565,3,3,81,0.45,1,10,0,28.3,4,614000
915,5,2,50,1.41,3,3,0,23.0,5,355000
2803,3,2,55,1.81,0,1,0,20.6,10,694000
1492,4,2,42,2.17,2,1,1,12.0,7,529000
3962,4,3,23,2.35,1,10,0,12.3,8,1244000
1905,4,3,95,1.98,3,6,0,9.3,1,692000
3808,3,2,33,1.67,2,1,1,15.7,6,969000
2961,5,1,58,1.14,2,5,0,5.5,1,781000
953,4,1,1,0.37,1,6,0,15.8,8,405000
4499,3,3,1,1.8,2,9,0,33.4,1,934000
4586,4,1,9,2.48,1,6,0,34.9,4,818000
1864,3,1,22,1.87,1,4,0,25.9,3,503000
5000,3,2,14,0.14,2,1,1,10.6,2,1259000
2713,3,3,75,1.29,3,6,1,10.0,8,754000
2016,5,3,16,1.58,3,7,1,11.5,6,1014000
3201,4,2,81,1.76,2,5,0,20.3,4,540000
2572,4,3,13,1.83,2,6,1,39.1,3,702000
2760,3,2,80,1.44,3,10,0,4.8,6,687000
3580,3,4,78,0.64,2,8,0,20.3,6,899000
3671,6,2,75,2.36,2,1,0,27.4,5,795000
1460,4,3,15,1.77,3,8,1,10.2,3,529000
3435,5,2,31,0.67,1,2,0,38.8,10,649000
3129,3,2,22,0.87,0,2,0,14.3,9,820000
4754,2,3,33,2.31,2,8,0,37.3,6,1223000
3250,5,2,97,2.23,0,2,0,24.1,5,538000
1932,4,2,15,1.07,1,8,0,0.7,7,625000
1499,2,2,33,0.19,2,5,0,12.8,1,428000
2838,3,2,70,0.22,2,9,0,1.4,7,660000
2979,5,2,32,0.78,3,9,0,15.6,1,871000
3638,3,2,67,1.61,1,8,0,37.3,9,804000
1673,4,3,42,1.5,1,9,0,31.3,6,694000
883,3,3,63,1.62,1,7,1,25.0,7,449000
2222,3,2,70,1.82,2,8,0,21.8,7,742000
3475,6,3,17,0.15,2,6,0,15.2,1,784000
3980,3,4,67,0.35,2,9,0,8.9,2,846000
4775,4,1,60,0.96,1,2,0,3.0,10,937000
2191,5,2,74,0.47,2,3,0,8.0,3,400000
4018,3,3,19,0.28,2,2,0,14.4,8,869000
1414,3,3,10,1.64,1,6,0,21.0,9,692000
3771,4,1,78,2.06,2,3,0,8.6,8,673000
4365,3,2,45,1.91,2,1,1,39.0,6,1002000
4376,3,2,63,2.06,3,4,0,3.5,2,937000
1070,3,4,80,1.7,3,5,0,4.2,2,465000
4866,4,2,97,1.86,2,4,0,27.5,10,1024000
3268,4,4,75,0.75,3,6,1,30.3,7,798000
2190,4,2,27,2.48,2,3,0,38.9,9,668000
4154,2,2,47,0.54,3,10,0,21.5,6,947000
4935,4,2,34,0.61,0,6,0,7.1,1,888000
4407,6,3,7,0.79,2,10,1,37.5,9,1388000
3383,4,2,90,2.44,2,1,0,39.2,7,535000
4873,4,2,21,2.47,2,6,0,37.0,3,972000
3875,4,4,23,2.01,1,8,0,34.9,2,1048000
4706,5,4,65,1.61,1,10,0,3.6,3,957000
1089,5,2,94,1.35,1,8,0,34.3,2,355000
3280,2,1,85,2.43,1,1,1,38.2,10,513000
